% 1. Title: 2014 android malware malicious activity Records Database

@relation androidmalware
@attribute 'READ_PHONE_STATE' {'n', 'y'}
@attribute 'android.permission.ACCESS_CACHE_FILESYSTEM' {'n', 'y'}
@attribute 'android.permission.ACCESS_CHECKIN_PROPERTIES' {'n', 'y'}
@attribute 'android.permission.ACCESS_COARSE_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_COARSE_UPDATES' {'n', 'y'}
@attribute 'android.permission.ACCESS_COURSE_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_DOWNLOAD_MANAGER' {'n', 'y'}
@attribute 'android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED' {'n', 'y'}
@attribute 'android.permission.ACCESS_DRM' {'n', 'y'}
@attribute 'android.permission.ACCESS_FINE_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_GPS' {'n', 'y'}
@attribute 'android.permission.ACCESS_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS' {'n', 'y'}
@attribute 'android.permission.ACCESS_LOCATTON_MOCK_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_MOCK_LOCATION' {'n', 'y'}
@attribute 'android.permission.ACCESS_NETWORK_STATE' {'n', 'y'}
@attribute 'android.permission.ACCESS_SURFACE_FLINGER' {'n', 'y'}
@attribute 'android.permission.ACCESS_WIFI_STATE' {'n', 'y'}
@attribute 'android.permission.ACCESS_WIMAX_STATE' {'n', 'y'}
@attribute 'android.permission.ACCOUNT_MANAGER' {'n', 'y'}
@attribute 'android.permission.ADD_SYSTEM_SERVICE' {'n', 'y'}
@attribute 'android.permission.AUTHENTICATE_ACCOUNTS' {'n', 'y'}
@attribute 'android.permission.BACKUP' {'n', 'y'}
@attribute 'android.permission.BAIDU_LOCATION_SERVICE' {'n', 'y'}
@attribute 'android.permission.BATTERY_STATS' {'n', 'y'}
@attribute 'android.permission.BIND_APPWIDGET' {'n', 'y'}
@attribute 'android.permission.BIND_INPUT_METHOD' {'n', 'y'}
@attribute 'android.permission.BIND_WALLPAPER' {'n', 'y'}
@attribute 'android.permission.BLUETOOTH' {'n', 'y'}
@attribute 'android.permission.BLUETOOTH_ADMIN' {'n', 'y'}
@attribute 'android.permission.BOOT_COMPLETED' {'n', 'y'}
@attribute 'android.permission.BRICK' {'n', 'y'}
@attribute 'android.permission.BROADCAST_PACKAGE_ADDED' {'n', 'y'}
@attribute 'android.permission.BROADCAST_PACKAGE_INSTALL' {'n', 'y'}
@attribute 'android.permission.BROADCAST_PACKAGE_REMOVED' {'n', 'y'}
@attribute 'android.permission.BROADCAST_PACKAGE_REPLACED' {'n', 'y'}
@attribute 'android.permission.BROADCAST_SMS' {'n', 'y'}
@attribute 'android.permission.BROADCAST_STICKY' {'n', 'y'}
@attribute 'android.permission.BROADCAST_WAP_PUSH' {'n', 'y'}
@attribute 'android.permission.CALL_PHONE' {'n', 'y'}
@attribute 'android.permission.CALL_PRIVILEGED' {'n', 'y'}
@attribute 'android.permission.CAMERA' {'n', 'y'}
@attribute 'android.permission.CHANGE_COMPONENT_ENABLED_STATE' {'n', 'y'}
@attribute 'android.permission.CHANGE_CONFIGURATION' {'n', 'y'}
@attribute 'android.permission.CHANGE_NETWORK_STATE' {'n', 'y'}
@attribute 'android.permission.CHANGE_WIFI_MULTICAST_STATE' {'n', 'y'}
@attribute 'android.permission.CHANGE_WIFI_STATE' {'n', 'y'}
@attribute 'android.permission.CHANGE_WIMAX_STATE' {'n', 'y'}
@attribute 'android.permission.CLEAR_APP_CACHE' {'n', 'y'}
@attribute 'android.permission.CLEAR_APP_USER_DATA' {'n', 'y'}
@attribute 'android.permission.CONTROL_LOCATION_UPDATES' {'n', 'y'}
@attribute 'android.permission.DELETE_CACHE_FILES' {'n', 'y'}
@attribute 'android.permission.DELETE_PACKAGES' {'n', 'y'}
@attribute 'android.permission.DEVICE_POWER' {'n', 'y'}
@attribute 'android.permission.DIAGNOSTIC' {'n', 'y'}
@attribute 'android.permission.DISABLE_KEYGUARD' {'n', 'y'}
@attribute 'android.permission.DUMP' {'n', 'y'}
@attribute 'android.permission.EXPAND_STATUS_BAR' {'n', 'y'}
@attribute 'android.permission.FACTORY_TEST' {'n', 'y'}
@attribute 'android.permission.FLASHLIGHT' {'n', 'y'}
@attribute 'android.permission.FORCE_BACK' {'n', 'y'}
@attribute 'android.permission.GET_ACCOUNTS' {'n', 'y'}
@attribute 'android.permission.GET_PACKAGE_SIZE' {'n', 'y'}
@attribute 'android.permission.GET_TASKS' {'n', 'y'}
@attribute 'android.permission.GLOBAL_SEARCH' {'n', 'y'}
@attribute 'android.permission.GLOBAL_SEARCH_CONTROL' {'n', 'y'}
@attribute 'android.permission.HARDWARE_TEST' {'n', 'y'}
@attribute 'android.permission.INJECT_EVENTS' {'n', 'y'}
@attribute 'android.permission.INSTALL_DRM' {'n', 'y'}
@attribute 'android.permission.INSTALL_LOCATION_PROVIDER' {'n', 'y'}
@attribute 'android.permission.INSTALL_PACKAGES' {'n', 'y'}
@attribute 'android.permission.INTERNAL_SYSTEM_WINDOW' {'n', 'y'}
@attribute 'android.permission.INTERNET' {'n', 'y'}
@attribute 'android.permission.KILL_BACKGROUND_PROCESSES' {'n', 'y'}
@attribute 'android.permission.MANAGE_ACCOUNTS' {'n', 'y'}
@attribute 'android.permission.MANAGE_APP_TOKENS' {'n', 'y'}
@attribute 'android.permission.MASTER_CLEAR' {'n', 'y'}
@attribute 'android.permission.MODIFY_AUDIO_SETTINGS' {'n', 'y'}
@attribute 'android.permission.MODIFY_PHONE_STATE' {'n', 'y'}
@attribute 'android.permission.MOUNT_FORMAT_FILESYSTEMS' {'n', 'y'}
@attribute 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS' {'n', 'y'}
@attribute 'android.permission.PERMISSION_NAME' {'n', 'y'}
@attribute 'android.permission.PERSISTENT_ACTIVITY' {'n', 'y'}
@attribute 'android.permission.PROCESS_CALL' {'n', 'y'}
@attribute 'android.permission.PROCESS_INCOMING_CALLS' {'n', 'y'}
@attribute 'android.permission.PROCESS_OUTGOING_CALLS' {'n', 'y'}
@attribute 'android.permission.RAISED_THREAD_PRIORITY' {'n', 'y'}
@attribute 'android.permission.READ_CALENDAR' {'n', 'y'}
@attribute 'android.permission.READ_CALL_LOG' {'n', 'y'}
@attribute 'android.permission.READ_CONTACTS' {'n', 'y'}
@attribute 'android.permission.READ_EXTERNAL_STORAGE' {'n', 'y'}
@attribute 'android.permission.READ_FRAME_BUFFER' {'n', 'y'}
@attribute 'android.permission.READ_HISTORY_BOOKMARKS' {'n', 'y'}
@attribute 'android.permission.READ_INPUT_STATE' {'n', 'y'}
@attribute 'android.permission.READ_LOGS' {'n', 'y'}
@attribute 'android.permission.READ_OWNER_DATA' {'n', 'y'}
@attribute 'android.permission.READ_PHONE_STATE' {'n', 'y'}
@attribute 'android.permission.READ_SECURE_SETTINGS' {'n', 'y'}
@attribute 'android.permission.READ_SMS' {'n', 'y'}
@attribute 'android.permission.READ_SYNC_SETTINGS' {'n', 'y'}
@attribute 'android.permission.READ_SYNC_STATS' {'n', 'y'}
@attribute 'android.permission.REBOOT' {'n', 'y'}
@attribute 'android.permission.RECEIVE_BOOT_COMPLETED' {'n', 'y'}
@attribute 'android.permission.RECEIVE_MMS' {'n', 'y'}
@attribute 'android.permission.RECEIVE_SMS' {'n', 'y'}
@attribute 'android.permission.RECEIVE_USER_PRESENT' {'n', 'y'}
@attribute 'android.permission.RECEIVE_WAP_PUSH' {'n', 'y'}
@attribute 'android.permission.RECORD_AUDIO' {'n', 'y'}
@attribute 'android.permission.REORDER_TASKS' {'n', 'y'}
@attribute 'android.permission.RESTART_PACKAGES' {'n', 'y'}
@attribute 'android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS' {'n', 'y'}
@attribute 'android.permission.SEND_SMS' {'n', 'y'}
@attribute 'android.permission.SET_ACTIVITY_WATCHER' {'n', 'y'}
@attribute 'android.permission.SET_ALWAYS_FINISH' {'n', 'y'}
@attribute 'android.permission.SET_ANIMATION_SCALE' {'n', 'y'}
@attribute 'android.permission.SET_DEBUG_APP' {'n', 'y'}
@attribute 'android.permission.SET_ORIENTATION' {'n', 'y'}
@attribute 'android.permission.SET_PREFERRED_APPLICATIONS' {'n', 'y'}
@attribute 'android.permission.SET_PROCESS_FOREGROUND' {'n', 'y'}
@attribute 'android.permission.SET_PROCESS_LIMIT' {'n', 'y'}
@attribute 'android.permission.SET_TIME_ZONE' {'n', 'y'}
@attribute 'android.permission.SET_WALLPAPER' {'n', 'y'}
@attribute 'android.permission.SET_WALLPAPER_HINTS' {'n', 'y'}
@attribute 'android.permission.SIGNAL_PERSISTENT_PROCESSES' {'n', 'y'}
@attribute 'android.permission.STATUS_BAR' {'n', 'y'}
@attribute 'android.permission.STORAGE' {'n', 'y'}
@attribute 'android.permission.SUBSCRIBED_FEEDS_READ' {'n', 'y'}
@attribute 'android.permission.SUBSCRIBED_FEEDS_WRITE' {'n', 'y'}
@attribute 'android.permission.SYSTEM_ALERT_WINDOW' {'n', 'y'}
@attribute 'android.permission.UPDATE_DEVICE_STATS' {'n', 'y'}
@attribute 'android.permission.USE_CREDENTIALS' {'n', 'y'}
@attribute 'android.permission.VIBRATE' {'n', 'y'}
@attribute 'android.permission.WAKE_LOCK' {'n', 'y'}
@attribute 'android.permission.WRITE_APN_SETTINGS' {'n', 'y'}
@attribute 'android.permission.WRITE_CALENDAR' {'n', 'y'}
@attribute 'android.permission.WRITE_CALL_LOG' {'n', 'y'}
@attribute 'android.permission.WRITE_CONTACTS' {'n', 'y'}
@attribute 'android.permission.WRITE_EXTERNAL_STORAGE' {'n', 'y'}
@attribute 'android.permission.WRITE_GSERVICES' {'n', 'y'}
@attribute 'android.permission.WRITE_OWNER_DATA' {'n', 'y'}
@attribute 'android.permission.WRITE_SECURE' {'n', 'y'}
@attribute 'android.permission.WRITE_SECURE_SETTINGS' {'n', 'y'}
@attribute 'android.permission.WRITE_SETTINGS' {'n', 'y'}
@attribute 'android.permission.WRITE_SMS' {'n', 'y'}
@attribute 'android.permission.WRITE_SYNC_SETTINGS' {'n', 'y'}
@attribute 'android.software.live_wallpaper' {'n', 'y'}
@attribute 'com.a209689805250bfb0110b9532a.a93269867a.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.android.alarm.permission.SET_ALARM' {'n', 'y'}
@attribute 'com.android.browser.permission.READ_HISTORY_BOOKMARKS' {'n', 'y'}
@attribute 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS' {'n', 'y'}
@attribute 'com.android.launcher.permission.INSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.android.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.android.launcher.permission.UNINSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.android.launcher.permission.WRITE_SETTINGS' {'n', 'y'}
@attribute 'com.android.vending.BILLING' {'n', 'y'}
@attribute 'com.android.vending.CHECK_LICENSE' {'n', 'y'}
@attribute 'com.armorforandroid.security.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.changedroid.picture.collage.creator.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.changedroid.picture.collage.creator.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.estrongs.android.pop.PERMISSION' {'n', 'y'}
@attribute 'com.facebook.katana.provider.ACCESS' {'n', 'y'}
@attribute 'com.fede.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.google.android.c2dm.permission.RECEIVE' {'n', 'y'}
@attribute 'com.google.android.googleapps.permission.GOOGLE_AUTH' {'n', 'y'}
@attribute 'com.google.android.providers.gmail.permission.READ_GMAIL' {'n', 'y'}
@attribute 'com.googleprojects.mmsp.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.hk515.activity.permission.JPUSH_MESSAGE' {'n', 'y'}
@attribute 'com.htc.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.lge.launcher.permission.INSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.lge.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.lge.launcher.permission.UNINSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.lge.launcher.permission.WRITE_SETTINGS' {'n', 'y'}
@attribute 'com.mominis.permission.preferences.provider.READ_WRITE' {'n', 'y'}
@attribute 'com.motorola.dlauncher.permission.INSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.motorola.dlauncher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.motorola.dlauncher.permission.UNINSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.motorola.dlauncher.permission.WRITE_SETTINGS' {'n', 'y'}
@attribute 'com.motorola.launcher.permission.INSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.motorola.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'com.motorola.launcher.permission.UNINSTALL_SHORTCUT' {'n', 'y'}
@attribute 'com.motorola.launcher.permission.WRITE_SETTINGS' {'n', 'y'}
@attribute 'com.openintents.notepad.READ_PERMISSION' {'n', 'y'}
@attribute 'com.openintents.notepad.WRITE_PERMISSION' {'n', 'y'}
@attribute 'com.openintents.safe.ACCESS_INTENTS' {'n', 'y'}
@attribute 'com.p1.chompsms.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.rvo.plpro.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.saavn.android.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.samsungmobileusa.magnacarta.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'com.software.application.permission.C2D_MESSAGE' {'n', 'y'}
@attribute 'org.adw.launcher.permission.READ_SETTINGS' {'n', 'y'}
@attribute 'dexclassloader' {'n', 'y'}
@attribute 'jclass' {'n', 'y'}
@attribute 'JNIenv' {'n', 'y'}
@attribute 'runtime.exec' {'n', 'y'}
@attribute 'createSubprocess' {'n', 'y'}
@attribute 'chown' {'n', 'y'}
@attribute 'sh' {'n', 'y'}
@attribute 'Cipher-classes' {'n', 'y'}
@attribute 'longstring' {'n', 'y'}
@attribute 'SecretKey' {'n', 'y'}
@attribute 'method.invoke' {'n', 'y'}
@attribute 'small_code_size' {'n', 'y'}
@attribute 'presence_zip_file' {'n', 'y'}
@attribute 'presence_binary_file' {'n', 'y'}
@attribute 'KillingInTheNameof' {'n', 'y'}
@attribute 'RageAgainstTheCage' {'n', 'y'}
@attribute 'GingerBreak' {'n', 'y'}
@attribute 'Class' {'malicious', 'benign'}

@data
'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'malicious'
'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'malicious'
'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'malicious'
'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'malicious'
'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'malicious'
'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'malicious'
'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'malicious'
